"Vuosi";"Alue";"Rahoitusmuoto";"Luokka";"Neliövuokra, euroa/m2/kk";"Lukumäärä"
"2018";"Joensuu 1";"Vapaarahoitteinen";"2h";13.42;871
"2018";"Joensuu 1";"Vapaarahoitteinen";"3h+";11.15;184
"2018";"Joensuu 2";"Vapaarahoitteinen";"1h";14.63;431
"2018";"Joensuu 2";"Vapaarahoitteinen";"2h";12.07;574
"2018";"Joensuu 2";"Vapaarahoitteinen";"3h+";9.80;248
"2018";"Joensuu 3";"Vapaarahoitteinen";"1h";10.75;73
"2018";"Joensuu 3";"Vapaarahoitteinen";"2h";9.02;142
"2018";"Joensuu 3";"Vapaarahoitteinen";"3h+";8.23;57
"2018";"Oulu";"Vapaarahoitteinen";"1h";15.54;4890
"2018";"Oulu";"Vapaarahoitteinen";"2h";11.96;4520
"2018";"Oulu";"Vapaarahoitteinen";"3h+";10.55;1384
"2018";"Oulu 1";"Vapaarahoitteinen";"1h";16.34;2026
"2018";"Oulu 1";"Vapaarahoitteinen";"2h";12.96;1690
"2018";"Oulu 1";"Vapaarahoitteinen";"3h+";11.57;390
"2018";"Oulu 2";"Vapaarahoitteinen";"1h";14.73;2864
"2018";"Oulu 2";"Vapaarahoitteinen";"2h";11.09;2830
"2018";"Oulu 2";"Vapaarahoitteinen";"3h+";9.93;994
"2018";"Kajaani";"Vapaarahoitteinen";"1h";14.76;618
"2018";"Kajaani";"Vapaarahoitteinen";"2h";11.47;550
"2018";"Kajaani";"Vapaarahoitteinen";"3h+";9.68;215
"2018";"Rovaniemi";"Vapaarahoitteinen";"1h";15.45;1405
"2018";"Rovaniemi";"Vapaarahoitteinen";"2h";11.99;1560
"2018";"Rovaniemi";"Vapaarahoitteinen";"3h+";10.11;590
"2018";"Yli 100 000 asukasta";"Vapaarahoitteinen";"1h";18.47;43035
"2018";"Yli 100 000 asukasta";"Vapaarahoitteinen";"2h";14.05;34608
"2018";"Yli 100 000 asukasta";"Vapaarahoitteinen";"3h+";12.72;12618
"2018";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"1h";14.49;10174
"2018";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"2h";11.38;10994
"2018";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"3h+";9.77;3903
"2018";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"1h";13.69;13603
"2018";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"2h";10.92;14696
"2018";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"3h+";9.74;6108
"2018";"Alle 20 000 asukasta";"Vapaarahoitteinen";"1h";11.10;9711
"2018";"Alle 20 000 asukasta";"Vapaarahoitteinen";"2h";9.45;12767
"2018";"Alle 20 000 asukasta";"Vapaarahoitteinen";"3h+";8.47;6339
